   1.00840  -0.22689  -0.62143  -0.09995   0.01121   0.00853
  -0.22690   2.24118   0.93589   0.02519   0.00674  -0.07927
  -0.62146   0.93588   4.04428   0.12434  -0.04825  -0.19809
  -0.09995   0.02519   0.12433   0.02449   0.00215   0.00035
   0.01122   0.00674  -0.04826   0.00215   0.01249   0.00529
   0.00853  -0.07927  -0.19808   0.00035   0.00529   0.02444
  -0.18000   0.02000   3.39000  -2.44000   6.27000  36.88000

   1.33946   0.09805   0.05614  -0.14407   0.00780  -0.00069
   0.09804   2.87488   2.59028   0.00456   0.06574  -0.07751
   0.05613   2.59030  11.94494  -0.00857   0.14275  -0.25244
  -0.14407   0.00456  -0.00857   0.04479   0.00019  -0.00044
   0.00780   0.06574   0.14275   0.00019   0.02928   0.00930
  -0.00069  -0.07750  -0.25244  -0.00044   0.00930   0.03817
  -0.11000  -0.30000   3.38000  -0.76000  -1.71000  34.03000

   1.29033  -0.29710   0.14841  -0.14498   0.00527  -0.01129
  -0.29709   3.63998   0.43892  -0.01468  -0.00102  -0.15373
   0.14847   0.43885   9.39348  -0.06381  -0.10793  -0.25844
  -0.14499  -0.01467  -0.06382   0.03562  -0.00272  -0.00012
   0.00527  -0.00101  -0.10793  -0.00272   0.01785   0.00858
  -0.01129  -0.15374  -0.25842  -0.00012   0.00858   0.03273
   0.75000   0.31000   3.21000   4.97000   5.63000  35.18000

   2.26279   1.15545   0.72313  -0.10258  -0.00796  -0.10823
   1.15544   3.22332   1.09710   0.07288  -0.04079  -0.17521
   0.72311   1.09718  11.65483  -0.40447   0.00608  -0.14779
  -0.10258   0.07287  -0.40449   0.05502  -0.00628   0.00133
  -0.00796  -0.04079   0.00609  -0.00628   0.02966   0.01059
  -0.10823  -0.17522  -0.14779   0.00133   0.01059   0.05168
  -0.98000   0.22000   3.37000  -3.57000   1.08000  38.11000

   2.96221   0.03891  -0.20882  -0.03236  -0.01722  -0.03871
   0.03891   6.68232   2.73228   0.01246  -0.02049  -0.20946
  -0.20882   2.73228  12.49683  -0.01627   0.05546  -0.14586
  -0.03236   0.01246  -0.01627   0.05394  -0.00009  -0.00241
  -0.01722  -0.02049   0.05547  -0.00009   0.03804   0.00523
  -0.03871  -0.20946  -0.14586  -0.00241   0.00523   0.06604
  -0.01000  -0.93000   3.34000  -0.30000  -3.96000  33.35000

   2.06005  -1.24328  -0.75352  -0.05380   0.01437  -0.02872
  -1.24327   4.21882   1.36982  -0.00517  -0.06032  -0.17681
  -0.75351   1.36984  11.71263   0.30344  -0.00703  -0.23413
  -0.05380  -0.00517   0.30343   0.05565   0.00062  -0.01101
   0.01437  -0.06032  -0.00703   0.00062   0.02537   0.01014
  -0.02872  -0.17681  -0.23412  -0.01101   0.01014   0.05479
   0.77000  -0.01000   3.32000   3.40000  -0.76000  38.50000

   0.88972   0.11766  -0.53532  -0.08117   0.01691   0.02435
   0.11766   3.46551   0.69803  -0.01508   0.02082  -0.14360
  -0.53534   0.69825   8.68379  -0.01085  -0.12180  -0.27310
  -0.08117  -0.01508  -0.01085   0.03260   0.00048  -0.00197
   0.01691   0.02084  -0.12180   0.00048   0.02171   0.01379
   0.02435  -0.14360  -0.27309  -0.00197   0.01379   0.02989
   0.20000  -0.11000   3.09000  -1.53000   7.94000  28.72000

   1.62662   0.30111  -0.17393  -0.11182  -0.01038  -0.00975
   0.30111   3.58076   3.28038  -0.01320   0.07600  -0.07040
  -0.17394   3.28041  12.57624  -0.05008   0.16631  -0.21242
  -0.11182  -0.01321  -0.05008   0.04330  -0.00199  -0.00093
  -0.01038   0.07600   0.16629  -0.00199   0.02648   0.00406
  -0.00975  -0.07040  -0.21241  -0.00093   0.00406   0.03968
  -0.37000  -0.34000   3.33000  -0.18000  -0.61000  34.84000

   1.95789  -0.10779  -0.80516  -0.15094  -0.02716  -0.05064
  -0.10778   1.71885   1.43573  -0.03371  -0.00279  -0.07411
  -0.80513   1.43573   9.02834   0.24886   0.02544  -0.13419
  -0.15094  -0.03371   0.24888   0.04895   0.00193   0.00318
  -0.02716  -0.00279   0.02545   0.00193   0.02044   0.00703
  -0.05064  -0.07411  -0.13419   0.00318   0.00703   0.03494
   0.24000  -0.96000   3.61000  -0.78000   1.07000  37.71000

   1.01231  -0.10385  -0.13292  -0.05223  -0.04537  -0.05470
  -0.10386   2.79488   1.87411   0.00713  -0.03270  -0.18570
  -0.13294   1.87393  10.29077   0.26842   0.00593  -0.17221
  -0.05223   0.00713   0.26842   0.04994  -0.00195  -0.00260
  -0.04537  -0.03270   0.00593  -0.00195   0.01994   0.00539
  -0.05470  -0.18570  -0.17224  -0.00260   0.00539   0.03129
   0.01000  -0.55000   3.26000   2.12000  -0.73000  31.01000

   0.42807  -0.03106   0.04212  -0.05313  -0.00370  -0.00283
  -0.03106   3.13451   0.63717   0.00461   0.02303  -0.17427
   0.04212   0.63705   9.06205   0.00460  -0.12705  -0.24045
  -0.05313   0.00461   0.00460   0.02813   0.00076   0.00114
  -0.00370   0.02302  -0.12708   0.00076   0.01887   0.01501
  -0.00283  -0.17428  -0.24051   0.00114   0.01500   0.03471
  -0.06000   0.15000   3.10000   0.71000   5.21000  32.53000

   1.72426   1.22215   0.62752  -0.04151  -0.00748   0.02835
   1.22214   3.84274   1.20847   0.00854  -0.04808  -0.14652
   0.62752   1.20847  11.48871  -0.28631  -0.02718  -0.18320
  -0.04151   0.00854  -0.28631   0.05184   0.00060   0.00594
  -0.00748  -0.04808  -0.02718   0.00060   0.02292   0.01001
   0.02834  -0.14652  -0.18321   0.00594   0.01001   0.04635
  -0.73000  -0.03000   3.27000  -3.57000  -0.66000  37.23000

   1.52903  -0.16684   0.45610  -0.04303   0.00833   0.05888
  -0.16684   4.03495   2.91307  -0.06457  -0.00054  -0.11206
   0.45610   2.91307  10.94125   0.03060   0.07586  -0.17386
  -0.04303  -0.06457   0.03059   0.04505   0.00641   0.01042
   0.00833  -0.00054   0.07586   0.00641   0.02919   0.01262
   0.05888  -0.11206  -0.17386   0.01042   0.01262   0.04881
   0.26000  -0.78000   3.43000  -0.90000  -1.42000  33.92000

   1.17141  -0.48121   0.01867  -0.12465   0.01111   0.01064
  -0.48119   3.43620   0.98633  -0.00425   0.00138  -0.15163
   0.01868   0.98634   8.37488  -0.00829  -0.08309  -0.21911
  -0.12465  -0.00425  -0.00828   0.03223   0.00053   0.00090
   0.01111   0.00139  -0.08308   0.00053   0.01751   0.00437
   0.01064  -0.15162  -0.21911   0.00090   0.00437   0.02578
   0.43000   0.21000   3.23000   1.97000   4.52000  35.90000

   1.39678   0.30966   0.77678  -0.16511   0.05310   0.03876
   0.30965   2.16130   1.67250   0.00545  -0.01072  -0.09474
   0.77676   1.67257  10.78133  -0.33689  -0.00829  -0.25722
  -0.16511   0.00545  -0.33689   0.05681  -0.00428   0.00445
   0.05310  -0.01072  -0.00829  -0.00428   0.02403   0.01050
   0.03876  -0.09474  -0.25719   0.00445   0.01050   0.03346
  -0.61000   0.07000   3.36000  -1.21000   4.13000  33.55000

   1.55275   0.53526   0.82956  -0.11422   0.03195   0.01216
   0.53525   2.57662   1.69533   0.00734  -0.02344  -0.11389
   0.82948   1.69536  10.44283  -0.28618  -0.03176  -0.21440
  -0.11423   0.00733  -0.28621   0.04560  -0.00414   0.00154
   0.03195  -0.02344  -0.03176  -0.00414   0.02590   0.01049
   0.01216  -0.11388  -0.21440   0.00154   0.01049   0.03703
  -0.26000  -0.20000   3.38000  -0.94000   0.43000  38.50000

   1.07494  -0.30318   0.33217  -0.03791   0.04338   0.01683
  -0.30318   4.09440   3.14221  -0.01350   0.03900  -0.09482
   0.33219   3.14222  11.19071   0.02870   0.10598  -0.20853
  -0.03792  -0.01350   0.02870   0.04525   0.00519   0.00491
   0.04338   0.03900   0.10597   0.00519   0.02457   0.00799
   0.01683  -0.09482  -0.20853   0.00491   0.00799   0.03743
   0.63000  -0.55000   3.33000  -0.23000  -2.26000  31.78000

   0.80913  -0.07949   0.26130  -0.07514   0.00244  -0.02036
  -0.07949   2.62732   1.01180  -0.02151   0.02262  -0.10790
   0.26129   1.01181   8.11339   0.00082  -0.10363  -0.26799
  -0.07514  -0.02151   0.00079   0.02992  -0.00219   0.00085
   0.00244   0.02261  -0.10366  -0.00219   0.01842   0.01011
  -0.02036  -0.10791  -0.26803   0.00085   0.01011   0.02400
  -0.17000   0.00000   3.17000   0.26000   6.09000  33.80000

   1.30619   0.28836   0.33131  -0.05784   0.05297   0.07067
   0.28837   2.48418   1.96406  -0.01811  -0.04118  -0.10934
   0.33137   1.96403   9.99476  -0.24521  -0.01545  -0.26738
  -0.05784  -0.01810  -0.24519   0.04779   0.00201   0.01052
   0.05297  -0.04118  -0.01546   0.00201   0.02253   0.01138
   0.07067  -0.10934  -0.26740   0.01052   0.01138   0.03498
  -0.20000  -0.34000   3.26000  -2.58000   1.12000  32.97000

   2.00629   0.44680   0.80310  -0.15760   0.03268   0.02571
   0.44677   1.83429   1.78464  -0.00031   0.00643  -0.08982
   0.80299   1.78468   9.73254  -0.29981   0.00012  -0.16570
  -0.15760  -0.00032  -0.29983   0.05356  -0.00477   0.00053
   0.03268   0.00643   0.00012  -0.00477   0.02483   0.00625
   0.02571  -0.08982  -0.16569   0.00053   0.00625   0.03623
  -0.27000  -0.77000   3.60000   0.02000   2.43000  37.62000

   2.16772  -0.80683   0.06551  -0.13793   0.00693   0.03719
  -0.80682   3.42343   3.50729  -0.00467   0.07101  -0.06135
   0.06554   3.50730  12.16622   0.01514   0.14156  -0.23026
  -0.13793  -0.00467   0.01513   0.04547   0.00126  -0.00042
   0.00693   0.07101   0.14155   0.00126   0.02920   0.00496
   0.03719  -0.06136  -0.23028  -0.00042   0.00496   0.04220
